2024-11-02 00:39:34,151 - INFO - Transaction Processed: {'transaction_id': 97152, 'amount': 42.75, 'timestamp': 1730497174.1498682, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9025.12, 'newbalanceOrig': 8118.05, 'oldbalanceDest': 1593.41, 'prediction': 0}
2024-11-02 00:42:18,196 - INFO - Transaction Processed: {'transaction_id': 33192, 'amount': 507.72, 'timestamp': 1730497338.1951845, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 616.38, 'newbalanceOrig': 8890.86, 'oldbalanceDest': 4508.14, 'prediction': 0}
2024-11-02 00:42:20,196 - INFO - Transaction Processed: {'transaction_id': 33240, 'amount': 499.32, 'timestamp': 1730497340.196025, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 3606.42, 'newbalanceOrig': 6155.47, 'oldbalanceDest': 5531.29, 'prediction': 0}
2024-11-02 00:42:22,197 - INFO - Transaction Processed: {'transaction_id': 96269, 'amount': 702.09, 'timestamp': 1730497342.196325, 'is_fraud': 0, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9736.53, 'newbalanceOrig': 7678.49, 'oldbalanceDest': 1368.24, 'prediction': 0}
2024-11-02 00:42:24,197 - INFO - Transaction Processed: {'transaction_id': 80113, 'amount': 30.62, 'timestamp': 1730497344.1965647, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 390.86, 'newbalanceOrig': 2742.51, 'oldbalanceDest': 1929.7, 'prediction': 0}
2024-11-02 00:42:26,197 - INFO - Transaction Processed: {'transaction_id': 16849, 'amount': 39.8, 'timestamp': 1730497346.1966062, 'is_fraud': 1, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 878.32, 'newbalanceOrig': 894.3, 'oldbalanceDest': 5705.02, 'prediction': 0}
2024-11-02 00:42:28,198 - INFO - Transaction Processed: {'transaction_id': 66675, 'amount': 328.57, 'timestamp': 1730497348.197279, 'is_fraud': 0, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9687.28, 'newbalanceOrig': 3824.97, 'oldbalanceDest': 2300.82, 'prediction': 0}
2024-11-02 00:42:30,198 - INFO - Transaction Processed: {'transaction_id': 18883, 'amount': 306.12, 'timestamp': 1730497350.1973834, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 2355.19, 'newbalanceOrig': 921.01, 'oldbalanceDest': 3686.83, 'prediction': 0}
2024-11-02 00:42:32,198 - INFO - Transaction Processed: {'transaction_id': 71235, 'amount': 140.35, 'timestamp': 1730497352.197526, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 8276.72, 'newbalanceOrig': 6859.97, 'oldbalanceDest': 3989.81, 'prediction': 0}
2024-11-02 00:42:34,199 - INFO - Transaction Processed: {'transaction_id': 52816, 'amount': 399.66, 'timestamp': 1730497354.198326, 'is_fraud': 0, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 3947.4, 'newbalanceOrig': 8148.84, 'oldbalanceDest': 7730.15, 'prediction': 0}
2024-11-02 00:42:36,199 - INFO - Transaction Processed: {'transaction_id': 79150, 'amount': 663.62, 'timestamp': 1730497356.1987236, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 9759.11, 'newbalanceOrig': 609.31, 'oldbalanceDest': 9895.88, 'prediction': 0}
2024-11-02 00:42:38,200 - INFO - Transaction Processed: {'transaction_id': 33092, 'amount': 711.16, 'timestamp': 1730497358.199163, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3495.22, 'newbalanceOrig': 4433.37, 'oldbalanceDest': 6909.93, 'prediction': 0}
2024-11-02 00:42:40,201 - INFO - Transaction Processed: {'transaction_id': 87512, 'amount': 872.49, 'timestamp': 1730497360.2002337, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 2288.23, 'newbalanceOrig': 2258.32, 'oldbalanceDest': 3714.42, 'prediction': 0}
2024-11-02 00:42:42,201 - INFO - Transaction Processed: {'transaction_id': 36114, 'amount': 33.37, 'timestamp': 1730497362.2008173, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 6986.74, 'newbalanceOrig': 6577.48, 'oldbalanceDest': 2037.84, 'prediction': 0}
2024-11-02 00:42:44,202 - INFO - Transaction Processed: {'transaction_id': 28245, 'amount': 242.75, 'timestamp': 1730497364.2010555, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3807.0, 'newbalanceOrig': 3754.33, 'oldbalanceDest': 1686.76, 'prediction': 0}
2024-11-02 00:42:46,202 - INFO - Transaction Processed: {'transaction_id': 55117, 'amount': 961.69, 'timestamp': 1730497366.201227, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 4332.92, 'newbalanceOrig': 4146.04, 'oldbalanceDest': 7137.8, 'prediction': 0}
2024-11-02 00:42:48,202 - INFO - Transaction Processed: {'transaction_id': 93424, 'amount': 560.89, 'timestamp': 1730497368.2014337, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 5054.96, 'newbalanceOrig': 3835.3, 'oldbalanceDest': 1342.74, 'prediction': 0}
2024-11-02 00:42:50,202 - INFO - Transaction Processed: {'transaction_id': 43479, 'amount': 260.49, 'timestamp': 1730497370.2017817, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 5787.0, 'newbalanceOrig': 8075.73, 'oldbalanceDest': 3207.97, 'prediction': 0}
2024-11-02 00:42:52,203 - INFO - Transaction Processed: {'transaction_id': 20446, 'amount': 711.1, 'timestamp': 1730497372.202351, 'is_fraud': 0, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 1309.81, 'newbalanceOrig': 1932.28, 'oldbalanceDest': 1440.27, 'prediction': 0}
2024-11-02 00:42:54,204 - INFO - Transaction Processed: {'transaction_id': 93414, 'amount': 318.41, 'timestamp': 1730497374.203282, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3418.47, 'newbalanceOrig': 7701.49, 'oldbalanceDest': 6325.81, 'prediction': 0}
2024-11-02 00:42:56,205 - INFO - Transaction Processed: {'transaction_id': 62184, 'amount': 561.48, 'timestamp': 1730497376.2042692, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 1414.08, 'newbalanceOrig': 8386.52, 'oldbalanceDest': 9980.28, 'prediction': 0}
2024-11-02 00:42:58,205 - INFO - Transaction Processed: {'transaction_id': 39586, 'amount': 169.65, 'timestamp': 1730497378.2044146, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 7207.21, 'newbalanceOrig': 1209.41, 'oldbalanceDest': 1370.12, 'prediction': 0}
2024-11-02 00:43:00,206 - INFO - Transaction Processed: {'transaction_id': 42124, 'amount': 271.04, 'timestamp': 1730497380.204434, 'is_fraud': 1, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9314.13, 'newbalanceOrig': 9135.49, 'oldbalanceDest': 7421.06, 'prediction': 0}
2024-11-02 00:43:02,207 - INFO - Transaction Processed: {'transaction_id': 89731, 'amount': 724.67, 'timestamp': 1730497382.206017, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 7466.06, 'newbalanceOrig': 5165.54, 'oldbalanceDest': 7273.64, 'prediction': 0}
2024-11-02 00:43:04,207 - INFO - Transaction Processed: {'transaction_id': 85918, 'amount': 202.86, 'timestamp': 1730497384.2064152, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9842.42, 'newbalanceOrig': 5595.83, 'oldbalanceDest': 2209.41, 'prediction': 0}
2024-11-02 00:43:06,208 - INFO - Transaction Processed: {'transaction_id': 57571, 'amount': 771.46, 'timestamp': 1730497386.2067873, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 2168.05, 'newbalanceOrig': 327.22, 'oldbalanceDest': 9717.5, 'prediction': 0}
2024-11-02 00:43:08,208 - INFO - Transaction Processed: {'transaction_id': 13578, 'amount': 317.71, 'timestamp': 1730497388.207125, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 8170.2, 'newbalanceOrig': 8838.04, 'oldbalanceDest': 8102.45, 'prediction': 0}
2024-11-02 00:43:10,209 - INFO - Transaction Processed: {'transaction_id': 99407, 'amount': 842.64, 'timestamp': 1730497390.2080004, 'is_fraud': 1, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 8175.04, 'newbalanceOrig': 3914.79, 'oldbalanceDest': 5906.89, 'prediction': 0}
2024-11-02 00:43:12,210 - INFO - Transaction Processed: {'transaction_id': 19771, 'amount': 302.2, 'timestamp': 1730497392.2097166, 'is_fraud': 1, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 2033.63, 'newbalanceOrig': 5751.67, 'oldbalanceDest': 3961.95, 'prediction': 0}
2024-11-02 00:43:14,210 - INFO - Transaction Processed: {'transaction_id': 10206, 'amount': 419.13, 'timestamp': 1730497394.209821, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 2267.95, 'newbalanceOrig': 5737.81, 'oldbalanceDest': 6062.82, 'prediction': 0}
2024-11-02 00:43:16,211 - INFO - Transaction Processed: {'transaction_id': 97651, 'amount': 114.54, 'timestamp': 1730497396.2104154, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 1670.42, 'newbalanceOrig': 8701.32, 'oldbalanceDest': 9803.39, 'prediction': 0}
2024-11-02 00:43:18,211 - INFO - Transaction Processed: {'transaction_id': 50765, 'amount': 771.44, 'timestamp': 1730497398.2107773, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 9106.24, 'newbalanceOrig': 8169.38, 'oldbalanceDest': 4772.63, 'prediction': 0}
2024-11-02 00:43:20,211 - INFO - Transaction Processed: {'transaction_id': 77236, 'amount': 477.16, 'timestamp': 1730497400.2107813, 'is_fraud': 1, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9915.41, 'newbalanceOrig': 3769.22, 'oldbalanceDest': 7757.54, 'prediction': 0}
2024-11-02 00:43:22,212 - INFO - Transaction Processed: {'transaction_id': 21441, 'amount': 140.44, 'timestamp': 1730497402.2114398, 'is_fraud': 0, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9264.08, 'newbalanceOrig': 1530.66, 'oldbalanceDest': 841.55, 'prediction': 0}
2024-11-02 00:43:24,212 - INFO - Transaction Processed: {'transaction_id': 67076, 'amount': 994.0, 'timestamp': 1730497404.2115846, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 2971.59, 'newbalanceOrig': 5628.77, 'oldbalanceDest': 6547.1, 'prediction': 0}
2024-11-02 00:43:26,213 - INFO - Transaction Processed: {'transaction_id': 40242, 'amount': 691.29, 'timestamp': 1730497406.2121775, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 3445.95, 'newbalanceOrig': 6359.5, 'oldbalanceDest': 5814.68, 'prediction': 0}
2024-11-02 00:43:28,214 - INFO - Transaction Processed: {'transaction_id': 32808, 'amount': 162.66, 'timestamp': 1730497408.213104, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 8131.79, 'newbalanceOrig': 9077.06, 'oldbalanceDest': 4175.74, 'prediction': 0}
2024-11-02 00:43:30,215 - INFO - Transaction Processed: {'transaction_id': 62234, 'amount': 387.81, 'timestamp': 1730497410.214158, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 551.94, 'newbalanceOrig': 2396.58, 'oldbalanceDest': 1473.38, 'prediction': 0}
2024-11-02 00:43:32,215 - INFO - Transaction Processed: {'transaction_id': 23070, 'amount': 189.06, 'timestamp': 1730497412.2144756, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 5150.2, 'newbalanceOrig': 1585.55, 'oldbalanceDest': 4013.11, 'prediction': 0}
2024-11-02 00:43:34,216 - INFO - Transaction Processed: {'transaction_id': 34386, 'amount': 770.39, 'timestamp': 1730497414.2150288, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 1798.79, 'newbalanceOrig': 3145.56, 'oldbalanceDest': 2704.17, 'prediction': 0}
2024-11-02 00:43:36,218 - INFO - Transaction Processed: {'transaction_id': 14361, 'amount': 652.24, 'timestamp': 1730497416.2152143, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 2738.84, 'newbalanceOrig': 3015.79, 'oldbalanceDest': 5970.31, 'prediction': 0}
2024-11-02 00:43:38,216 - INFO - Transaction Processed: {'transaction_id': 40269, 'amount': 956.58, 'timestamp': 1730497418.216024, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4052.11, 'newbalanceOrig': 6114.16, 'oldbalanceDest': 3293.3, 'prediction': 0}
2024-11-02 00:43:40,216 - INFO - Transaction Processed: {'transaction_id': 84541, 'amount': 434.39, 'timestamp': 1730497420.216025, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9422.35, 'newbalanceOrig': 2422.68, 'oldbalanceDest': 6044.26, 'prediction': 0}
2024-11-02 00:43:42,217 - INFO - Transaction Processed: {'transaction_id': 69982, 'amount': 765.91, 'timestamp': 1730497422.216572, 'is_fraud': 1, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 4915.27, 'newbalanceOrig': 4218.98, 'oldbalanceDest': 9636.81, 'prediction': 0}
2024-11-02 00:43:44,217 - INFO - Transaction Processed: {'transaction_id': 19901, 'amount': 538.72, 'timestamp': 1730497424.2168562, 'is_fraud': 0, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4735.05, 'newbalanceOrig': 3982.54, 'oldbalanceDest': 370.0, 'prediction': 0}
2024-11-02 00:43:46,218 - INFO - Transaction Processed: {'transaction_id': 26916, 'amount': 992.24, 'timestamp': 1730497426.217614, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 6972.0, 'newbalanceOrig': 1578.18, 'oldbalanceDest': 9967.21, 'prediction': 0}
2024-11-02 00:43:48,219 - INFO - Transaction Processed: {'transaction_id': 78462, 'amount': 345.99, 'timestamp': 1730497428.218251, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4691.42, 'newbalanceOrig': 7282.57, 'oldbalanceDest': 4442.69, 'prediction': 0}
2024-11-02 00:43:50,219 - INFO - Transaction Processed: {'transaction_id': 61031, 'amount': 376.74, 'timestamp': 1730497430.2187984, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 1927.14, 'newbalanceOrig': 8770.44, 'oldbalanceDest': 1020.86, 'prediction': 0}
2024-11-02 00:43:52,222 - INFO - Transaction Processed: {'transaction_id': 38580, 'amount': 36.1, 'timestamp': 1730497432.2210016, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 3967.96, 'newbalanceOrig': 7779.32, 'oldbalanceDest': 7905.36, 'prediction': 0}
2024-11-02 00:43:54,223 - INFO - Transaction Processed: {'transaction_id': 44609, 'amount': 199.27, 'timestamp': 1730497434.2224205, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4112.42, 'newbalanceOrig': 7042.86, 'oldbalanceDest': 2490.96, 'prediction': 0}
2024-11-02 00:43:56,224 - INFO - Transaction Processed: {'transaction_id': 54286, 'amount': 217.32, 'timestamp': 1730497436.223244, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 6034.87, 'newbalanceOrig': 7149.9, 'oldbalanceDest': 3638.93, 'prediction': 0}
2024-11-02 00:43:58,224 - INFO - Transaction Processed: {'transaction_id': 38500, 'amount': 523.29, 'timestamp': 1730497438.2238681, 'is_fraud': 0, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 8346.65, 'newbalanceOrig': 8928.85, 'oldbalanceDest': 6923.03, 'prediction': 0}
2024-11-02 00:44:00,229 - INFO - Transaction Processed: {'transaction_id': 67332, 'amount': 502.61, 'timestamp': 1730497440.22432, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 6854.38, 'newbalanceOrig': 2789.37, 'oldbalanceDest': 8255.93, 'prediction': 0}
2024-11-02 00:44:02,227 - INFO - Transaction Processed: {'transaction_id': 45703, 'amount': 953.78, 'timestamp': 1730497442.2270818, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 4399.52, 'newbalanceOrig': 1490.49, 'oldbalanceDest': 5081.15, 'prediction': 0}
2024-11-02 00:44:04,229 - INFO - Transaction Processed: {'transaction_id': 87718, 'amount': 729.78, 'timestamp': 1730497444.2280726, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 6228.48, 'newbalanceOrig': 5147.65, 'oldbalanceDest': 4467.36, 'prediction': 0}
2024-11-02 00:44:06,229 - INFO - Transaction Processed: {'transaction_id': 86454, 'amount': 385.05, 'timestamp': 1730497446.228236, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3357.2, 'newbalanceOrig': 4580.45, 'oldbalanceDest': 1770.55, 'prediction': 0}
2024-11-02 00:44:08,229 - INFO - Transaction Processed: {'transaction_id': 63313, 'amount': 620.72, 'timestamp': 1730497448.2289329, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 8932.19, 'newbalanceOrig': 6454.67, 'oldbalanceDest': 154.56, 'prediction': 0}
2024-11-02 00:44:10,230 - INFO - Transaction Processed: {'transaction_id': 29653, 'amount': 738.3, 'timestamp': 1730497450.2299256, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 2932.0, 'newbalanceOrig': 5788.54, 'oldbalanceDest': 7293.34, 'prediction': 0}
2024-11-02 00:44:12,231 - INFO - Transaction Processed: {'transaction_id': 28466, 'amount': 266.48, 'timestamp': 1730497452.2305393, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 1703.54, 'newbalanceOrig': 5370.56, 'oldbalanceDest': 6069.35, 'prediction': 0}
2024-11-02 00:44:14,231 - INFO - Transaction Processed: {'transaction_id': 37616, 'amount': 165.96, 'timestamp': 1730497454.2306376, 'is_fraud': 1, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 5786.01, 'newbalanceOrig': 8643.25, 'oldbalanceDest': 739.42, 'prediction': 0}
2024-11-02 00:44:16,232 - INFO - Transaction Processed: {'transaction_id': 87456, 'amount': 896.32, 'timestamp': 1730497456.2315388, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9714.59, 'newbalanceOrig': 3273.99, 'oldbalanceDest': 5025.89, 'prediction': 0}
2024-11-02 00:44:18,233 - INFO - Transaction Processed: {'transaction_id': 67321, 'amount': 453.88, 'timestamp': 1730497458.23233, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3322.68, 'newbalanceOrig': 538.93, 'oldbalanceDest': 2467.72, 'prediction': 0}
2024-11-02 00:44:20,234 - INFO - Transaction Processed: {'transaction_id': 39335, 'amount': 390.59, 'timestamp': 1730497460.2324102, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 1857.64, 'newbalanceOrig': 6978.26, 'oldbalanceDest': 7550.76, 'prediction': 0}
2024-11-02 00:44:22,233 - INFO - Transaction Processed: {'transaction_id': 35510, 'amount': 213.17, 'timestamp': 1730497462.2326763, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 8168.88, 'newbalanceOrig': 3573.39, 'oldbalanceDest': 6573.67, 'prediction': 0}
2024-11-02 00:44:24,233 - INFO - Transaction Processed: {'transaction_id': 83969, 'amount': 314.55, 'timestamp': 1730497464.232828, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 302.29, 'newbalanceOrig': 4226.41, 'oldbalanceDest': 4803.44, 'prediction': 0}
2024-11-02 00:44:26,234 - INFO - Transaction Processed: {'transaction_id': 90386, 'amount': 25.46, 'timestamp': 1730497466.2332387, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 1894.31, 'newbalanceOrig': 2881.65, 'oldbalanceDest': 4519.88, 'prediction': 0}
2024-11-02 00:44:28,235 - INFO - Transaction Processed: {'transaction_id': 95000, 'amount': 510.47, 'timestamp': 1730497468.2344654, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 9466.44, 'newbalanceOrig': 1596.54, 'oldbalanceDest': 9892.25, 'prediction': 0}
2024-11-02 00:44:30,236 - INFO - Transaction Processed: {'transaction_id': 20189, 'amount': 774.27, 'timestamp': 1730497470.2353525, 'is_fraud': 0, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 109.26, 'newbalanceOrig': 3429.0, 'oldbalanceDest': 2670.02, 'prediction': 0}
2024-11-02 00:44:32,236 - INFO - Transaction Processed: {'transaction_id': 33546, 'amount': 613.83, 'timestamp': 1730497472.235567, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 3199.23, 'newbalanceOrig': 6424.46, 'oldbalanceDest': 5785.55, 'prediction': 0}
2024-11-02 00:44:34,238 - INFO - Transaction Processed: {'transaction_id': 13797, 'amount': 72.95, 'timestamp': 1730497474.2358587, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 4227.79, 'newbalanceOrig': 3291.65, 'oldbalanceDest': 2265.59, 'prediction': 0}
2024-11-02 00:44:36,238 - INFO - Transaction Processed: {'transaction_id': 67996, 'amount': 124.39, 'timestamp': 1730497476.2367826, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 1933.29, 'newbalanceOrig': 3706.4, 'oldbalanceDest': 6249.44, 'prediction': 0}
